Agency Name,Year,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
Neptune Beach Lifeguards,2007,75123,37,25,12,0,0,0,0,0,0,0,0,0,256,163,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,25,1,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May Point Beach Patrol,2010,75106,61,38,23,0,0,0,0,0,0,0,0,0,3532,186,62,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Morro Bay Lifeguards,1998,75000,17,12,3,0,0,0,0,0,0,0,0,0,400,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,0,0,0,22,1100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach,2020,75000,42,42,0,0,0,0,0,0,0,0,0,0,0,83,10,73,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,4,0,70,null,0,0,12,15,75,10,0,0,1,0
Sonoma County Regional Parks,2000,75000,5,0,0,5,0,0,0,0,0,5,12,0,33217,102,4,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11406,0,0,0,6,47,900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Little Compton - South Shore and Goosewing,2019,75000,2,1,0,0,0,0,1,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,200,1,1,24,10,8,0,0,5,5,75,1,1,0,0,4
Ponte Vedra Beach,1999,75000,6,3,3,0,0,0,0,0,0,0,0,0,10000,75,14,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,6,300,3,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ponte Vedra Beach,1994,75000,17,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Clark County Parks,2017,75000,21,0,0,0,0,0,0,0,0,0,0,0,22,20,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0.3,0,0,15,0,1,1,4,4,15,0,0,0,4,4
San Luis Obispo County,1994,74500,26,0,0,0,0,0,0,0,0,0,0,0,4670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May Point Beach Patrol,2018,74273,6,2,0,4,0,0,0,0,0,0,0,0,3159,55,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0.09,0.01,19,4,69,0,0,6,6,400,3,0,0,1,10
Ventura County - Channel Islands Harbor,2013,74225,179,151,28,0,0,0,3,9,27500,0,0,0,2862,597,8,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,18,66,1603,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Scarborough Beach State Park,2006,74054,15,11,4,0,0,0,0,0,0,0,0,0,2,79,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,35,5,650,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Scarborough Beach State Park,2014,72761,22,18,2,0,0,0,1,0,4000,0,0,0,44,115,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,420,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mauna Kea Beach,2009,72310,92,80,12,0,0,0,0,0,0,0,0,0,11290,269,28,241,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,21,0,0,3,1,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May Point Beach Patrol,2015,71966,7,0,0,7,0,0,0,0,0,0,0,0,4665,121,6,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,1.2,0,0,24,56,0,0,6,6,400,3,0,0,1,4
"Virginia Beach, EMS and Lifeguard Services, Virginia Beach",2021,71814,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,4,0,60,null,0,0,12,15,75,2,0,0,1,0
Morro Bay Lifeguards,2011,71700,7,2,5,0,0,0,0,0,0,0,0,0,248,37,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,318,477,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Scarborough Beach State Park,2013,71256,10,8,2,0,0,0,0,0,0,2,0,0,0,36,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,2,650,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bellevue Lifeguards,1998,71232,16,0,0,0,0,0,0,0,0,0,0,0,8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May Point Beach Patrol,2014,71212,7,6,1,0,0,0,0,0,0,2,4,800,3056,156,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,46,1.2,0,6,6,40,0,0,6,6,400,3,0,0,1,4
Mauna Kea Beach,2010,71175,83,71,12,0,0,0,0,0,0,0,0,0,995,263,68,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,5,3,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2012,71160,11,0,0,0,0,0,2,4,0,6,12,0,14339,40,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23871,1000,0,0,21,49,1225,3,0,1,40,null,0,0,5,10,50,0,2,0,0,0
Melbourne Beach,2017,71000,0,0,0,0,0,0,3,4,0,6,10,0,2,7,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,600,0,1.45,0,0,null,0,0,0,0,0,2,0,1,2,4
Cape May Point Beach Patrol,2017,70974,10,0,2,8,0,0,1,4,10000,0,0,0,0,50,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990,0,0,0,0,2,90,1,0.1,17,6,62,0,0,6,6,400,3,0,0,1,9
Ocean Grove Beach Patrol,2002,70466,129,80,49,0,0,0,0,0,0,0,0,0,8598,118,7,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
American Medical Response,2009,70150,3,0,0,3,0,0,3,13,2500,2,3,750,2991,76,7,69,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,145,0,0,0,2,10,5250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lake Worth Ocean Rescue,1991,70000,29,0,0,0,0,0,32,88,180000,0,0,0,380,56,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,320,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May Point Beach Patrol,2009,69658,55,33,22,0,0,0,0,0,0,6,6,0,4020,83,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May Point Beach Patrol,2012,69656,260,0,0,0,0,0,0,0,0,0,0,0,2625,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,1994,69642,42,0,0,0,0,0,0,0,0,0,0,0,14968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,107,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bellevue Lifeguards,1997,68942,15,0,0,0,0,0,0,0,0,9,15,22000,7824,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2019,68542,22,0,0,0,0,0,0,0,0,0,0,0,29915,107,15,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34562,0,0,0,22,146,650,2,1,15,41,90,0,0,7,11,90,2,0,0,1,2
Cape May Point Beach Patrol,2019,68391,6,0,1,5,0,0,0,0,0,0,0,0,3019,153,2,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,1,17,1,0,17,1,73,0,0,5,5,352,3,0,0,1,13
Morro Bay Lifeguards,2012,68000,2,2,0,0,0,0,0,0,0,1,3,10000,134,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,1,535,677,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tucson,1989,67600,386,0,0,0,0,0,0,0,0,0,0,0,2412,161,161,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,122,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bellevue Lifeguards,1996,67356,10,0,0,0,0,0,0,0,0,7,12,20000,6582,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2016,65643,33,0,0,0,0,0,0,0,0,0,0,0,29814,99,12,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33482,0,0,0,27,137,500,50,200,1,50,300,0,0,8,12,50,1,2,0,0,25
Bellevue Lifeguards,1994,65411,22,0,0,0,0,0,16,31,75000,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mauna Kea Beach,2007,65100,75,55,20,0,0,0,0,0,0,2,3,0,34300,205,30,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Little Compton - South Shore and Goosewing,2017,65000,36,22,14,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2017,65000,18,0,0,8,0,0,0,0,0,0,0,0,35453,92,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,2,50,300,0,0,8,12,50,1,2,0,0,25
Port Hueneme Lifeguards,2008,65000,414,414,0,0,0,0,0,0,0,4,11,100000,1878,53,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,11,10,600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2006,65000,323,323,0,0,0,0,1,6,10000,3,9,100000,2374,54,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,10,12,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2013,65000,108,108,0,0,0,0,0,0,0,2,6,25000,1310,44,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,13,3,150,2,3,0,40,null,0,0,3,5,400,2,0,0,0,10
Scarborough Beach State Park,2004,64453,5,4,1,0,0,0,0,0,0,2,1,450,0,24,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
American Medical Response,2017,64273,176,0,0,176,0,0,0,0,0,18,18,14000,3551,26,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,3,2,8,11,null,0,0,3,4,100,2,0,0,0,3
Morro Bay Lifeguards,1990,64000,38,0,0,0,0,0,21,54,62033758,0,0,0,360,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Coastal Ocean Surf Rescue LLC,2014,64000,11,11,0,0,0,0,0,0,0,1,4,0,68,39,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4,0,3,12,120,6,1.5,45,20,5,0,0,9,9,150,1,0,0,0,14
Scarborough Beach State Park,2009,63190,55,48,7,0,0,0,0,0,0,0,0,0,0,93,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,220,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
American Medical Response,2016,63179,149,0,0,149,0,0,0,0,0,16,16,10000,1061,28,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,6,0,0,3,2,8,14,null,0,0,3,4,100,2,0,0,0,3
American Medical Response,2014,63159,100,0,0,100,0,0,0,0,0,1,2,5000,2009,50,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,8,12,209,3,2,8,13,null,0,0,3,4,100,2,0,0,0,3
Scarborough Beach State Park,2007,62832,12,8,4,0,0,0,0,0,0,0,0,0,0,114,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,35,2,110,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ventura County - Channel Islands Harbor,2011,62650,205,40,145,0,0,0,0,0,0,20,31,227000,2035,567,22,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,6,395,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Scarborough Beach State Park,2011,62484,26,22,4,0,0,0,0,0,0,0,0,0,8,50,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,32,2,525,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Scarborough Beach State Park,2003,62264,6,4,2,0,0,0,0,0,0,0,0,0,0,23,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,2,460,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2018,62231,10,0,0,0,0,0,3,0,0,42,0,0,43005,141,24,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35704,0,0,0,22,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nassau County Lifeguards,2001,62000,31,20,11,0,0,0,0,0,0,0,0,0,123,161,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ventura County - Channel Islands Harbor,2006,62000,127,101,17,0,0,0,9,14,386000,0,0,0,837,171,5,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,3,87,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May Point Beach Patrol,2016,61985,10,3,4,3,0,0,1,2,0,0,0,0,26,171,2,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,77,1155,2,0,18,2,63,0,0,6,6,300,2,0,0,1,0
Ocean Grove Beach Patrol,2001,61968,270,220,50,0,0,0,0,0,0,0,0,0,8079,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Jersey State Park Service - Ocean Beaches,2014,61894,304,53,0,0,0,0,0,0,0,0,0,0,32791,801,21,780,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,1,21,55,10,null,0,0,12,14,100,3,0,0,2,12
Scarborough Beach State Park,2008,61549,12,8,4,0,0,0,0,0,0,0,0,0,0,71,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,450,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Scarborough Beach State Park,2005,61549,8,6,2,0,0,0,2,0,0,0,0,0,20,67,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,24,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Little Compton - South Shore and Goosewing,2018,61000,38,36,2,0,0,0,0,0,0,0,0,0,0,16,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2018,60260,2,0,0,0,0,0,0,0,0,0,0,0,3,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27,0.09,0,0,13,0,0,4,4,94,0,0,0,0,1
Little Compton - South Shore and Goosewing,2021,60000,4,3,1,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2007,60000,251,251,0,0,0,0,0,0,0,2,5,20000,1945,43,10,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,13,7,330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2004,60000,214,214,0,0,0,0,1,2,75000,5,20,100000,2243,44,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,12,26,1560,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ocean Beach,2003,60000,62,45,15,0,2,0,1,2,0,5,16,0,350,25,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,3,25,2,17,6,180,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Jersey State Park Service - Lakes,2019,60000,28,17,0,0,0,0,0,0,0,0,0,0,0,579,57,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,1996,59913,32,0,0,0,0,0,1,1,0,0,0,0,28097,235,14,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26172,0,0,0,32,73,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,1995,58935,49,0,0,0,0,0,0,0,0,14,0,0,15910,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22080,0,0,0,11,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Gulf Islands National Seashore,2005,58411,10,5,5,0,0,0,0,0,0,0,0,0,401,26,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2010,58020,13,0,0,0,0,0,0,0,0,23,50,0,6358,55,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16764,0,0,0,0,34,680,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port San Luis Harbor District,2000,58000,19,17,2,0,0,0,1,1,5000,0,0,0,318,79,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,120,10,0,10,4,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May Point Beach Patrol,2013,57745,16,10,6,0,0,0,0,0,0,0,0,0,3168,231,10,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sonoma County Regional Parks,2011,57631,13,0,0,0,0,0,0,0,0,16,32,0,8080,22,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19889,0,0,0,6,50,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ocean Grove Beach Patrol,1995,57000,179,50,20,0,0,0,0,0,0,0,0,0,5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,850,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Newport News Lifeguards,2007,56888,8,0,0,0,0,0,0,0,0,1,2,1500,250,185,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,0,0,3,4,2500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ocean Grove Beach Patrol,2000,56848,396,0,0,0,0,0,2,2,0,0,0,0,6494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2021,56570,6,0,0,0,0,0,0,0,0,0,0,0,1,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.09,0,16,15,0,0,4,4,94,0,0,0,0,1
Little Compton - South Shore and Goosewing,2020,56000,4,3,1,0,0,0,0,0,0,0,0,0,22,24,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,8,10,0,0,5,5,75,1,1,0,0,4
Oxnard Ocean Rescue,2015,56000,23,23,0,0,0,0,5,10,85000,0,0,0,2257,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,null,0,0,0,0,0,3,0,1,2,0
Nassau County Lifeguards,2000,55000,66,32,22,1,0,0,6,4,0,0,0,0,497,101,26,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mauna Kea Beach,2003,55000,47,34,13,0,0,0,0,0,0,0,0,0,5660,1112,12,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2003,55000,420,420,0,0,0,0,0,0,0,1,1,10000,1597,74,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,11,4,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Port Hueneme Lifeguards,2001,55000,521,521,0,0,0,0,0,0,0,1,4,20000,2104,57,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2,0,0,18,6,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oxnard Ocean Rescue,2018,55000,55,25,27,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,355,0,5,122,0,null,0,0,0,0,0,2,0,0,2,0
Sonoma County Regional Parks,1998,54613,39,0,0,0,0,0,0,0,0,22,0,0,26005,186,9,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24965,0,0,0,40,38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kaneohe Marine Base,2019,54356,19,7,5,3,4,0,0,0,0,0,0,0,2300,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,10,2000,2.5,0,3,17,null,0,0,5,2,3000,1,0,0,2,0
Sonoma County Regional Parks,2013,54247,21,0,0,0,0,0,0,0,0,6,12,0,25335,30,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24412,0,0,0,8,64,578,5,95,1,35,120,0,0,5,10,30,1,0,0,2,4
Port Hueneme Lifeguards,2020,54100,164,164,0,0,0,0,0,0,0,0,0,0,0,46,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4746,0,0,0,3,0,0,2,0,1,48,140,0,0,12,14,200,2,0,0,0,6
Bellevue Lifeguards,1992,53658,36,0,0,0,0,0,3,0,15500,0,6,0,1816,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lavallette Beach Patrol,1991,53658,20,0,0,0,0,0,3,6,5000,0,0,0,3500,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bellevue Lifeguards,1995,53291,19,0,0,0,0,0,11,19,70000,0,0,0,4250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sandpoint Lifeguards,2017,53107,17,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.27,0.09,0,13,null,0,0,4,4,94,0,0,0,0,1
